1|1|777740024057|100000030|COMPLETED|seq=1 dist=0m|2026-09-13 03:02:28.394615+00|2026-09-13 03:02:27.183564+00|1|2026-09-18 07:38:27.919379+00|31.238|121.48|
2|2|777740024057||IN_PROGRESS|merchant request 1||2026-09-13 03:06:18.636364+00||2026-09-18 07:38:28.998314+00|31.238|121.48|1
