1|1|777740024057|100000030|COMPLETED|seq=1 dist=0m|2026-09-13 03:02:28.394615+00|2026-09-13 03:02:27.183564+00|1|2026-09-13 03:02:27.437109+00|||
2|2|777740024057||CANCELLED|merchant request 1||2026-09-13 03:06:18.636364+00||2026-09-18 04:44:53.294196+00|31.238|121.48|1
